config,metric,unit,version,center,std,sem,n_iters
slow0-owned-f1-qps200-n4,TPS,,V1,221.7320467563837,5.071653230397375,0.3709373015723456,10
slow0-owned-f1-qps200-n4,TPS,,V2,215.47826829805996,32.9107031135959,6.164615664861772,10
slow0-owned-f1-qps200-n4,attest. full p50 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n4,attest. full p50 (s),,V2,0.0005001477477827486,2.142403445676688e-07,2.872598281601248e-08,10
slow0-owned-f1-qps200-n4,attest. full p95 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n4,attest. full p95 (s),,V2,0.0009502807207872224,4.070566546785718e-07,5.4579367350419214e-08,10
slow0-owned-f1-qps200-n4,attest. full p99 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n4,attest. full p99 (s),,V2,0.0009902925406098423,4.2419588224399037e-07,5.6877445975725694e-08,10
slow0-owned-f1-qps200-n4,attest. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n4,attest. / sec,,V2,96.15500854276895,16.250101693772983,3.0940950061713073,10
slow0-owned-f1-qps200-n4,host CPU,,V1,5.885265384609896,2.166294597963702,0.02872569692262287,10
slow0-owned-f1-qps200-n4,host CPU,,V2,5.812979853476459,2.1681600599679163,0.08153343399095968,10
slow0-owned-f1-qps200-n4,rec. → exec. p50 (s),,V1,0.2915066314774113,0.06657572074030171,0.01515534091988276,10
slow0-owned-f1-qps200-n4,rec. → exec. p50 (s),,V2,0.2650635218439064,0.055450531687030534,0.012528487915396496,10
slow0-owned-f1-qps200-n4,rec. → exec. p95 (s),,V1,0.4758734599525828,0.011957792569735183,0.002927171836324706,10
slow0-owned-f1-qps200-n4,rec. → exec. p95 (s),,V2,0.47244254014491033,0.0117667363298243,0.0031221153541044874,10
slow0-owned-f1-qps200-n4,rec. → exec. p99 (s),,V1,0.499359906631981,0.030055586826145557,0.002547129079159905,10
slow0-owned-f1-qps200-n4,rec. → exec. p99 (s),,V2,0.49846240437953765,0.024804786006766954,0.0040308676516828765,10
slow0-owned-f1-qps200-n4,pc valid. lat. p50 (s),,V1,0.0005538502258551708,5.578955784117454e-05,1.669920494850277e-05,10
slow0-owned-f1-qps200-n4,pc valid. lat. p50 (s),,V2,0.00043882342467322874,3.592087101306016e-05,7.870035542738126e-06,10
slow0-owned-f1-qps200-n4,pc valid. lat. p95 (s),,V1,0.0034167025064633675,0.0009718956267986633,0.0002935184319087962,10
slow0-owned-f1-qps200-n4,pc valid. lat. p95 (s),,V2,0.0028826403213407198,0.0006544092062573368,0.00011988879957321196,10
slow0-owned-f1-qps200-n4,exec. lat. p95 (s),,V1,0.0009177084746971137,7.051269273387816e-05,2.7880806922445264e-06,10
slow0-owned-f1-qps200-n4,exec. lat. p95 (s),,V2,0.0009093187406444196,3.6097997327077664e-05,3.305290556567802e-06,10
slow0-owned-f1-qps200-n4,valid. drop. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n4,valid. drop. / sec,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n4,final. lat. p50 (s),,V1,0.2455998927793867,0.009239176304173192,0.002677928556504215,10
slow0-owned-f1-qps200-n4,final. lat. p50 (s),,V2,0.24474865175836719,0.009027105361335304,0.002582438926307215,10
slow0-owned-f1-qps200-n4,final. lat. p95 (s),,V1,0.351024371635318,0.026642202451338262,0.006747558356349149,10
slow0-owned-f1-qps200-n4,final. lat. p95 (s),,V2,0.3566320623330085,0.03873429283501731,0.011444733161973525,10
slow0-owned-f1-qps200-n4,final. lat. p99 (s),,V1,0.3970072355568402,0.03623318134454776,0.008461694218613116,10
slow0-owned-f1-qps200-n4,final. lat. p99 (s),,V2,0.40575415788513736,0.053132012274814386,0.015468742666492714,10
