config,metric,unit,version,center,std,sem,n_iters
auth1-owned-f1-qps200-n4,pc valid. lat. p95 (s),,V2,0.003859966167391745,0.0004257337124114119,6.51796452568649e-05,10
auth1-owned-f1-qps200-n4,exec. lat. p95 (s),,V1,0.007638810463049706,0.0006995318389830249,0.00012893239983196035,10
auth1-owned-f1-qps200-n4,exec. lat. p95 (s),,V2,0.007494770924874614,0.0006114229912866412,7.708931787819495e-05,10
auth1-owned-f1-qps200-n4,valid. drop. / sec,,V1,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,valid. drop. / sec,,V2,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,final. lat. p50 (s),,V1,0.193859220469903,0.010693262960242457,0.003196746818598499,10
auth1-owned-f1-qps200-n4,final. lat. p50 (s),,V2,0.18986720499340629,0.009552411976023195,0.002723739952992947,10
auth1-owned-f1-qps200-n4,final. lat. p95 (s),,V1,0.3179706156656674,0.04704150841205403,0.01437572386506155,10
auth1-owned-f1-qps200-n4,final. lat. p95 (s),,V2,0.3068872856719304,0.03456192145992145,0.009614582591889333,10
auth1-owned-f1-qps200-n4,final. lat. p99 (s),,V1,0.3612856640732989,0.06930408270258091,0.02120382182148876,10
auth1-owned-f1-qps200-n4,final. lat. p99 (s),,V2,0.35929177809377366,0.05196122030417666,0.0133603262672057,10
auth1-owned-f1-qps200-n4,submit lat. p50 (s),,V1,0.012465350789169256,0.006001427372050383,0.0018922724386512674,10
auth1-owned-f1-qps200-n4,submit lat. p50 (s),,V2,0.017049337306375464,0.005907715104284986,0.0018318241161121853,10
auth1-owned-f1-qps200-n4,submit lat. p95 (s),,V1,0.045363107308895485,0.002732895050808907,0.0008566616021556844,10
auth1-owned-f1-qps200-n4,submit lat. p95 (s),,V2,0.04668900290413045,0.000596685152989049,0.00017535198940906265,10
auth1-owned-f1-qps200-n4,ckpt lag p50 (s),,V1,0.16914239025624708,0.0069546123214498145,0.0016920992391376928,10
auth1-owned-f1-qps200-n4,ckpt lag p50 (s),,V2,0.1709850717677228,0.005950872396498128,0.001381718634372564,10
auth1-owned-f1-qps200-n4,ckpt lag p95 (s),,V1,0.2700236036325763,0.03716562976339707,0.010543028164578536,10
auth1-owned-f1-qps200-n4,ckpt lag p95 (s),,V2,0.2660194728287901,0.03459468868919499,0.008513707314842758,10
auth1-owned-f1-qps200-n4,ckpt lag p99 (s),,V1,0.3192602703995583,0.05427663948727508,0.015539235633880245,10
auth1-owned-f1-qps200-n4,ckpt lag p99 (s),,V2,0.31213654286230075,0.05469615882719322,0.012755531556995442,10
auth1-owned-f1-qps200-n4,exec. dispatch queue,,V1,15.0,24.835458522040618,8.27848617401354,10
auth1-owned-f1-qps200-n4,exec. dispatch queue,,V2,3.8,8.6,2.8666666666666667,10
auth1-owned-f1-qps200-n4,pending txs,,V1,1.2,1.4000000000000001,0.4666666666666666,10
auth1-owned-f1-qps200-n4,pending txs,,V2,1.8,2.181742422927143,0.7272474743090476,10
auth1-owned-f1-qps200-n4,exec. queue. delay p95 (s),,V1,0.00048816902599290433,7.543010023070437e-05,1.3246490851686187e-05,10
auth1-owned-f1-qps200-n4,exec. queue. delay p95 (s),,V2,0.000475,3.737911970441758e-20,2.0603011215117814e-20,10
auth1-owned-f1-qps200-n4,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % quorum,,V1,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % quorum,,V2,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % local,,V1,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % local,,V2,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % cons-queue,,V1,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,shed % cons-queue,,V2,0.0,0.0,0.0,10
auth1-owned-f1-qps200-n4,pre-cons overload rej / sec,,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,pre-cons overload rej / sec,,V2,nan,nan,nan,10
auth1-owned-f1-qps200-n4,node CPU,,V1,1.1788603499667047,0.14480081253456648,0.0056201755821282,10
auth1-owned-f1-qps200-n4,node CPU,,V2,1.1195611721477328,0.16479733138334293,0.014842357010875582,10
auth1-owned-f1-qps200-n4,node memory RSS (bytes),,V1,537173175.9728813,89680231.30384812,6924596.228707505,10
auth1-owned-f1-qps200-n4,node memory RSS (bytes),,V2,533428342.020339,85596737.56186748,4491019.6073485,10
auth1-owned-f1-qps200-n4,overload graduated / sec,,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,overload graduated / sec,,V2,nan,nan,nan,10
auth1-owned-f1-qps200-n4,overload max-pending / sec,,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,overload max-pending / sec,,V2,nan,nan,nan,10
auth1-owned-f1-qps200-n4,overload semaphore / sec,,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,overload semaphore / sec,,V2,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. exec p50 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. exec p50 (s),,V2,0.0005119949061921016,3.5935985619499555e-06,5.729714240698889e-07,10
auth1-owned-f1-qps200-n4,attest. exec p95 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. exec p95 (s),,V2,0.0009727903217649926,6.8278372677049074e-06,1.0886457057327942e-06,10
auth1-owned-f1-qps200-n4,attest. exec p99 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. exec p99 (s),,V2,0.0031327726216343567,0.0006314251894239593,8.123306912022484e-05,10
auth1-owned-f1-qps200-n4,attest. wait p50 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. wait p50 (s),,V2,0.0005000801476867941,4.016752625484066e-07,4.5285033133483696e-08,10
auth1-owned-f1-qps200-n4,attest. wait p95 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. wait p95 (s),,V2,0.0009501522806049089,7.631829988419803e-07,8.604156295360089e-08,10
auth1-owned-f1-qps200-n4,attest. wait p99 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. wait p99 (s),,V2,0.0009901586924198522,7.953170198458517e-07,8.966436560429763e-08,10
auth1-owned-f1-qps200-n4,attest. resume p50 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. resume p50 (s),,V2,0.0005000485043220226,2.5217356259366963e-07,3.2160197027917344e-08,10
auth1-owned-f1-qps200-n4,attest. resume p95 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. resume p95 (s),,V2,0.0009500921582118431,4.791297689279646e-07,6.110437435302764e-08,10
auth1-owned-f1-qps200-n4,attest. resume p99 (s),,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,attest. resume p99 (s),,V2,0.0009900960385576046,4.993036539354607e-07,6.367719011529394e-08,10
auth1-owned-f1-qps200-n4,num_inflight,,V1,38.6,8.380930735902785,2.7936435786342613,10
auth1-owned-f1-qps200-n4,num_inflight,,V2,41.0,7.042726744663604,2.3475755815545343,10
auth1-owned-f1-qps200-n4,CUs,,V1,nan,nan,nan,10
auth1-owned-f1-qps200-n4,CUs,,V2,1000.0,7.323149415460414e-14,0.0,10
auth1-owned-v1-qps200-n4,TPS,,V1,213.69598877990165,37.46063342577206,4.827862286444752,10
auth1-owned-v1-qps200-n4,TPS,,V2,215.53119679730298,68.70576533421647,4.038953865070897,10
auth1-owned-v1-qps200-n4,attest. full p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. full p50 (s),,V2,0.0005480510246668243,9.892591548933457e-06,1.711851937905143e-06,10
auth1-owned-v1-qps200-n4,attest. full p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. full p95 (s),,V2,0.0026387354758571407,0.00045935916306668516,7.277428523156449e-05,10
auth1-owned-v1-qps200-n4,attest. full p99 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. full p99 (s),,V2,0.004515059052507353,0.00020667429512700054,2.017953680860289e-05,10
auth1-owned-v1-qps200-n4,attest. / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,attest. / sec,,V2,199.2877876106195,11.878378195556019,0.4671529512854082,10
auth1-owned-v1-qps200-n4,host CPU,,V1,6.272294388638209,2.334616317874759,0.057118382848552404,10
auth1-owned-v1-qps200-n4,host CPU,,V2,6.082563814484203,2.2547509870125304,0.06519315678332782,10
auth1-owned-v1-qps200-n4,rec. → exec. p50 (s),,V1,0.18925339166780147,0.00799183724389714,0.001931176253653997,10
auth1-owned-v1-qps200-n4,rec. → exec. p50 (s),,V2,0.18730984452471797,0.006566732926712461,0.0015395959745741847,10
auth1-owned-v1-qps200-n4,rec. → exec. p95 (s),,V1,0.40670215986458935,0.05444864397422483,0.014663450331259816,10
auth1-owned-v1-qps200-n4,rec. → exec. p95 (s),,V2,0.4029999627241562,0.05029219165119204,0.011933734731707165,10
auth1-owned-v1-qps200-n4,rec. → exec. p99 (s),,V1,0.47751074115317504,0.03918455613839204,0.006429824705158179,10
auth1-owned-v1-qps200-n4,rec. → exec. p99 (s),,V2,0.47772004689497166,0.035169893485121735,0.004411168991226468,10
auth1-owned-v1-qps200-n4,pc valid. lat. p50 (s),,V1,0.001914466772183052,0.0006073575283603852,0.0001284987363345385,10
auth1-owned-v1-qps200-n4,pc valid. lat. p50 (s),,V2,0.0004999110517689243,4.876421696140751e-05,1.0969819016955235e-05,10
auth1-owned-v1-qps200-n4,pc valid. lat. p95 (s),,V1,0.020645816395410497,0.0007293607183360988,6.572987961217472e-05,10
auth1-owned-v1-qps200-n4,pc valid. lat. p95 (s),,V2,0.004263435585244553,6.797486657436818e-05,1.2486183548952034e-05,10
auth1-owned-v1-qps200-n4,exec. lat. p95 (s),,V1,0.0076261371757040865,0.000902314737881562,0.000116403061438236,10
auth1-owned-v1-qps200-n4,exec. lat. p95 (s),,V2,0.007726705689496612,0.0019584136678403555,0.00011629313157847753,10
auth1-owned-v1-qps200-n4,valid. drop. / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,valid. drop. / sec,,V2,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,final. lat. p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,final. lat. p50 (s),,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,final. lat. p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,final. lat. p95 (s),,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,final. lat. p99 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,final. lat. p99 (s),,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,submit lat. p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,submit lat. p50 (s),,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,submit lat. p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,submit lat. p95 (s),,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,ckpt lag p50 (s),,V1,0.22792401679588284,0.34305938372246625,0.038208023263778576,10
auth1-owned-v1-qps200-n4,ckpt lag p50 (s),,V2,0.48656948599299166,1.7507046976184133,0.2516187073056671,10
auth1-owned-v1-qps200-n4,ckpt lag p95 (s),,V1,0.5202683375106468,1.11200086562904,0.19587381451957706,10
auth1-owned-v1-qps200-n4,ckpt lag p95 (s),,V2,1.0179923342840227,3.32890031476599,0.5863425941579835,10
auth1-owned-v1-qps200-n4,ckpt lag p99 (s),,V1,0.6048482827141302,1.2306750922539527,0.21620077692241446,10
auth1-owned-v1-qps200-n4,ckpt lag p99 (s),,V2,1.1135817582425618,3.510384923267076,0.6264670633707363,10
auth1-owned-v1-qps200-n4,exec. dispatch queue,,V1,6.2,7.3047929470998705,2.434930982366623,10
auth1-owned-v1-qps200-n4,exec. dispatch queue,,V2,6.0,8.378544026261364,2.792848008753788,10
auth1-owned-v1-qps200-n4,pending txs,,V1,0.7,1.4177446878757824,0.4725815626252608,10
auth1-owned-v1-qps200-n4,pending txs,,V2,2.0,2.1908902300206643,0.7302967433402214,10
auth1-owned-v1-qps200-n4,exec. queue. delay p95 (s),,V1,0.0005279748445273537,0.00014214503401420355,2.805564318965372e-05,10
auth1-owned-v1-qps200-n4,exec. queue. delay p95 (s),,V2,0.0005337228560145805,0.00014873748350746223,3.288408932332995e-05,10
auth1-owned-v1-qps200-n4,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % quorum,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % quorum,,V2,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % local,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % local,,V2,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % cons-queue,,V1,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,shed % cons-queue,,V2,0.0,0.0,0.0,10
auth1-owned-v1-qps200-n4,pre-cons overload rej / sec,,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,pre-cons overload rej / sec,,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,node CPU,,V1,1.2424989316846102,0.16512718694198023,0.014145188316019974,10
auth1-owned-v1-qps200-n4,node CPU,,V2,1.2112140958898758,0.208741344545222,0.014929126591384132,10
auth1-owned-v1-qps200-n4,node memory RSS (bytes),,V1,560888591.8896551,87749727.59693992,4227793.422231789,10
auth1-owned-v1-qps200-n4,node memory RSS (bytes),,V2,570251532.6473595,95022460.88288802,4494452.720329348,10
auth1-owned-v1-qps200-n4,overload graduated / sec,,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,overload graduated / sec,,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,overload max-pending / sec,,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,overload max-pending / sec,,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,overload semaphore / sec,,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,overload semaphore / sec,,V2,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. exec p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. exec p50 (s),,V2,0.0005154006542032314,4.406640618150513e-06,7.453623418828231e-07,10
auth1-owned-v1-qps200-n4,attest. exec p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. exec p95 (s),,V2,0.000979676317766919,1.0450392174704412e-05,1.6432769822328461e-06,10
auth1-owned-v1-qps200-n4,attest. exec p99 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. exec p99 (s),,V2,0.0035370839809422843,0.000509587705332457,6.593512127539954e-05,10
auth1-owned-v1-qps200-n4,attest. wait p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. wait p50 (s),,V2,0.0005001301805256253,4.6193804691955874e-07,5.4550804721305564e-08,10
auth1-owned-v1-qps200-n4,attest. wait p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. wait p95 (s),,V2,0.0009502473429986878,8.776822891471813e-07,1.0364652897047749e-07,10
auth1-owned-v1-qps200-n4,attest. wait p99 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. wait p99 (s),,V2,0.0009902577574407375,9.146373329007336e-07,1.0801059334820232e-07,10
auth1-owned-v1-qps200-n4,attest. resume p50 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. resume p50 (s),,V2,0.0005000490306472264,3.010555648350143e-07,3.504451121374247e-08,10
auth1-owned-v1-qps200-n4,attest. resume p95 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. resume p95 (s),,V2,0.0009500931582297304,5.72005573186544e-07,6.658457130610577e-08,10
auth1-owned-v1-qps200-n4,attest. resume p99 (s),,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,attest. resume p99 (s),,V2,0.0009900970806815082,5.960900183733353e-07,6.938813220321055e-08,10
auth1-owned-v1-qps200-n4,num_inflight,,V1,72.5,10.519030373565807,3.5063434578552686,10
auth1-owned-v1-qps200-n4,num_inflight,,V2,76.2,11.651609330903607,3.883869776967869,10
auth1-owned-v1-qps200-n4,CUs,,V1,nan,nan,nan,10
auth1-owned-v1-qps200-n4,CUs,,V2,1000.0,6.747027817821816e-14,0.0,10
auth1-owned-v4-qps200-n4,TPS,,V1,202.84888221660347,97.4870397817009,12.287387462676366,10
auth1-owned-v4-qps200-n4,TPS,,V2,216.94064095013744,38.164869832052766,3.409183713986328,10
auth1-owned-v4-qps200-n4,attest. full p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. full p50 (s),,V2,0.0005548036464665337,1.208071327745059e-05,2.12958897208969e-06,10
auth1-owned-v4-qps200-n4,attest. full p95 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. full p95 (s),,V2,0.0028876016094731677,0.00045372623889274266,7.491318086737962e-05,10
auth1-owned-v4-qps200-n4,attest. full p99 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. full p99 (s),,V2,0.004574939043512301,0.00010507684084498184,1.5759337287263375e-05,10
auth1-owned-v4-qps200-n4,attest. / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,attest. / sec,,V2,101.33755188176568,4.692475322381268,0.3519031751823138,10
auth1-owned-v4-qps200-n4,host CPU,,V1,6.18673412697587,2.378801926737987,0.1299369392282766,10
auth1-owned-v4-qps200-n4,host CPU,,V2,6.1136168278740035,2.2713508383711005,0.042640385272541985,10
auth1-owned-v4-qps200-n4,rec. → exec. p50 (s),,V1,0.19028972327873622,0.021316671971621168,0.004017481052587925,10
auth1-owned-v4-qps200-n4,rec. → exec. p50 (s),,V2,0.18891468761921112,0.012203426836922195,0.0026004841334523157,10
auth1-owned-v4-qps200-n4,rec. → exec. p95 (s),,V1,0.37393660141989216,0.08849392339922525,0.027866333279224043,10
auth1-owned-v4-qps200-n4,rec. → exec. p95 (s),,V2,0.39898877384270237,0.061634962445801224,0.01713047612970714,10
auth1-owned-v4-qps200-n4,rec. → exec. p99 (s),,V1,0.44129205665484655,0.09068850457581439,0.026442212277334377,10
auth1-owned-v4-qps200-n4,rec. → exec. p99 (s),,V2,0.465713526701451,0.06525827159916898,0.01657739311936144,10
auth1-owned-v4-qps200-n4,pc valid. lat. p50 (s),,V1,0.004066851460375964,0.00021831612007630619,4.208814390157838e-05,10
auth1-owned-v4-qps200-n4,pc valid. lat. p50 (s),,V2,0.0006053384606788603,4.0094406461291436e-05,1.009257370393379e-05,10
auth1-owned-v4-qps200-n4,pc valid. lat. p95 (s),,V1,0.014617135101560824,0.0021981383144234743,0.00038330555884788194,10
auth1-owned-v4-qps200-n4,pc valid. lat. p95 (s),,V2,0.00393617753512627,0.0002631113182133269,5.3876022653719304e-05,10
auth1-owned-v4-qps200-n4,exec. lat. p95 (s),,V1,0.007214885799426286,0.0019640533051368952,0.0001890214053837182,10
auth1-owned-v4-qps200-n4,exec. lat. p95 (s),,V2,0.00758312253727831,0.0014059736169302697,0.00013802427569441754,10
auth1-owned-v4-qps200-n4,valid. drop. / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,valid. drop. / sec,,V2,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,final. lat. p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,final. lat. p50 (s),,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,final. lat. p95 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,final. lat. p95 (s),,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,final. lat. p99 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,final. lat. p99 (s),,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,submit lat. p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,submit lat. p50 (s),,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,submit lat. p95 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,submit lat. p95 (s),,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,ckpt lag p50 (s),,V1,0.9094299976497077,2.692614801640288,0.505086092689443,10
auth1-owned-v4-qps200-n4,ckpt lag p50 (s),,V2,0.3311358189206963,1.065339606688964,0.11356663158889406,10
auth1-owned-v4-qps200-n4,ckpt lag p95 (s),,V1,1.712580903667665,4.808297597954278,0.8670203017228496,10
auth1-owned-v4-qps200-n4,ckpt lag p95 (s),,V2,0.6312680084084787,2.0084893087212206,0.22793412218850306,10
auth1-owned-v4-qps200-n4,ckpt lag p99 (s),,V1,1.8488590637819284,5.09945960694757,0.9097258551479566,10
auth1-owned-v4-qps200-n4,ckpt lag p99 (s),,V2,0.7314119205803985,2.3490057533948425,0.26794835035761344,10
auth1-owned-v4-qps200-n4,exec. dispatch queue,,V1,5.0,7.758865896508329,2.586288632169443,10
auth1-owned-v4-qps200-n4,exec. dispatch queue,,V2,7.0,9.549869109050658,3.1832897030168854,10
auth1-owned-v4-qps200-n4,pending txs,,V1,1.8,2.08806130178211,0.69602043392737,10
auth1-owned-v4-qps200-n4,pending txs,,V2,1.4,1.4966629547095764,0.49888765156985887,10
auth1-owned-v4-qps200-n4,exec. queue. delay p95 (s),,V1,0.000475,3.9589465784427846e-20,1.8952013861801633e-20,10
auth1-owned-v4-qps200-n4,exec. queue. delay p95 (s),,V2,0.00048755901176139485,7.449425503798709e-05,1.288554606719114e-05,10
auth1-owned-v4-qps200-n4,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % quorum,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % quorum,,V2,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % local,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % local,,V2,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % cons-queue,,V1,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,shed % cons-queue,,V2,0.0,0.0,0.0,10
auth1-owned-v4-qps200-n4,pre-cons overload rej / sec,,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,pre-cons overload rej / sec,,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,node CPU,,V1,1.1481990896486645,0.1968039224207313,0.02140792309883693,10
auth1-owned-v4-qps200-n4,node CPU,,V2,1.1210562810491844,0.1570272261372699,0.0074153633433872495,10
auth1-owned-v4-qps200-n4,node memory RSS (bytes),,V1,532822292.3737024,83610686.68344696,4368284.656100663,10
auth1-owned-v4-qps200-n4,node memory RSS (bytes),,V2,541873732.6185567,88116358.1687221,4168970.036260376,10
auth1-owned-v4-qps200-n4,overload graduated / sec,,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,overload graduated / sec,,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,overload max-pending / sec,,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,overload max-pending / sec,,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,overload semaphore / sec,,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,overload semaphore / sec,,V2,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. exec p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. exec p50 (s),,V2,0.0005168896085631569,4.757912146759271e-06,8.411259029413231e-07,10
auth1-owned-v4-qps200-n4,attest. exec p95 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. exec p95 (s),,V2,0.0009962815148322223,0.0001145018295485482,1.1624866445438387e-05,10
auth1-owned-v4-qps200-n4,attest. exec p99 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. exec p99 (s),,V2,0.003678804298130208,0.00041801189141649377,6.56292966243586e-05,10
auth1-owned-v4-qps200-n4,attest. wait p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. wait p50 (s),,V2,0.0005000239557871638,1.3722262688617617e-07,1.1388218909479663e-08,10
auth1-owned-v4-qps200-n4,attest. wait p95 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. wait p95 (s),,V2,0.000950045515995611,2.6072299108373224e-07,2.1637615928004074e-08,10
auth1-owned-v4-qps200-n4,attest. wait p99 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. wait p99 (s),,V2,0.000990047432458584,2.7170080123463085e-07,2.254867344076358e-08,10
auth1-owned-v4-qps200-n4,attest. resume p50 (s),,V1,nan,nan,nan,10
auth1-owned-v4-qps200-n4,attest. resume p50 (s),,V2,0.0005001036888014847,4.3142491912026765e-07,5.3283846111316395e-08,10
