config,metric,unit,version,center,std,sem,n_iters
slow0-owned-f1-qps200-n48,ckpt lag p50 (s),,V1,0.2892729853131894,0.007927029675669052,0.0010701631404886518,10
slow0-owned-f1-qps200-n48,ckpt lag p50 (s),,V2,0.2905016990732664,0.007250589607465948,0.0008699416212915417,10
slow0-owned-f1-qps200-n48,ckpt lag p95 (s),,V1,0.3975645135614799,0.08821703787794515,0.011489090117368343,10
slow0-owned-f1-qps200-n48,ckpt lag p95 (s),,V2,0.3874866146349262,0.036210845412927635,0.0034991213345530866,10
slow0-owned-f1-qps200-n48,ckpt lag p99 (s),,V1,0.46657985712906497,0.12519195911621955,0.015914726983918652,10
slow0-owned-f1-qps200-n48,ckpt lag p99 (s),,V2,0.4565541254984123,0.0692379794073333,0.008071379274612782,10
slow0-owned-f1-qps200-n48,exec. dispatch queue,,V1,41.5,43.18159330084984,14.393864433616613,10
slow0-owned-f1-qps200-n48,exec. dispatch queue,,V2,27.6,10.287856919689348,3.4292856398964493,10
slow0-owned-f1-qps200-n48,pending txs,,V1,2.4,0.66332495807108,0.22110831935702666,10
slow0-owned-f1-qps200-n48,pending txs,,V2,2.1,0.8306623862918076,0.27688746209726917,10
slow0-owned-f1-qps200-n48,exec. queue. delay p95 (s),,V1,0.0013552968970993368,0.0023090241164327742,0.0004466909863247329,10
slow0-owned-f1-qps200-n48,exec. queue. delay p95 (s),,V2,0.000964024150052604,0.0008682049655369541,0.00015140248133178796,10
slow0-owned-f1-qps200-n48,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % quorum,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % quorum,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % local,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % local,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % cons-queue,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,shed % cons-queue,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n48,pre-cons overload rej / sec,,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,pre-cons overload rej / sec,,V2,nan,nan,nan,10
slow0-owned-f1-qps200-n48,node CPU,,V1,2.0158329472627146,0.4961145365503498,0.00885974702264434,10
slow0-owned-f1-qps200-n48,node CPU,,V2,1.99308124182794,0.516707808102723,0.008840529774227905,10
slow0-owned-f1-qps200-n48,node memory RSS (bytes),,V1,1501270189.2656515,66273627.66934863,3079640.9320076015,10
slow0-owned-f1-qps200-n48,node memory RSS (bytes),,V2,1500981316.7248323,69670611.15671204,3571059.1779669328,10
slow0-owned-f1-qps200-n48,overload graduated / sec,,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,overload graduated / sec,,V2,nan,nan,nan,10
slow0-owned-f1-qps200-n48,overload max-pending / sec,,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,overload max-pending / sec,,V2,nan,nan,nan,10
slow0-owned-f1-qps200-n48,overload semaphore / sec,,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,overload semaphore / sec,,V2,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. exec p50 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. exec p50 (s),,V2,0.000520766559792947,4.653400737699025e-06,3.024244120905619e-07,10
slow0-owned-f1-qps200-n48,attest. exec p95 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. exec p95 (s),,V2,0.0010050986542472677,0.00014576434572665127,7.3307498665835e-06,10
slow0-owned-f1-qps200-n48,attest. exec p99 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. exec p99 (s),,V2,0.004387961246809908,0.0009019438970357002,5.982242888189144e-05,10
slow0-owned-f1-qps200-n48,attest. wait p50 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. wait p50 (s),,V2,0.0011535125308725796,0.00023097512710284132,2.7194053744872055e-05,10
slow0-owned-f1-qps200-n48,attest. wait p95 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. wait p95 (s),,V2,0.014350639891490732,0.0016236790067640082,0.00019990705759062154,10
slow0-owned-f1-qps200-n48,attest. wait p99 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. wait p99 (s),,V2,0.023821815464038918,0.001104885188413229,9.998146330128154e-05,10
slow0-owned-f1-qps200-n48,attest. resume p50 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. resume p50 (s),,V2,0.0005709157838552339,1.1715880999063644e-05,8.955859947089717e-07,10
slow0-owned-f1-qps200-n48,attest. resume p95 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. resume p95 (s),,V2,0.003643843745090744,0.00035107937488595194,2.653340784936453e-05,10
slow0-owned-f1-qps200-n48,attest. resume p99 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,attest. resume p99 (s),,V2,0.0062054810943343395,0.0013749322282369612,0.00013433423893611217,10
slow0-owned-f1-qps200-n48,num_inflight,,V1,22.2,3.682390527904394,1.2274635093014645,10
slow0-owned-f1-qps200-n48,num_inflight,,V2,19.8,1.0770329614269007,0.3590109871423002,10
slow0-owned-f1-qps200-n48,CUs,,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n48,CUs,,V2,1000.0,2.005382708365884e-13,0.0,10
slow0-owned-v1-qps200-n48,TPS,,V1,200.22540932970296,83.49444670932066,0.29152232110191784,10
slow0-owned-v1-qps200-n48,TPS,,V2,199.30841468033142,84.27306812905685,0.29488038199809496,10
slow0-owned-v1-qps200-n48,attest. full p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. full p50 (s),,V2,0.0037525738588939663,0.00035280190397171955,5.9280572359088545e-05,10
slow0-owned-v1-qps200-n48,attest. full p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. full p95 (s),,V2,0.027919173361495186,0.004549645580497471,0.0005789057628559519,10
slow0-owned-v1-qps200-n48,attest. full p99 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. full p99 (s),,V2,0.0493916770925357,0.007922609496899373,0.001143776675475797,10
slow0-owned-v1-qps200-n48,attest. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,attest. / sec,,V2,183.36657855685402,81.34937294775376,0.5884071527190464,10
slow0-owned-v1-qps200-n48,host CPU,,V1,83.47527799099701,31.0680480510208,0.43419019387548063,10
slow0-owned-v1-qps200-n48,host CPU,,V2,83.07661926675952,32.097620998290104,0.29675445623098795,10
slow0-owned-v1-qps200-n48,rec. → exec. p50 (s),,V1,0.39067711589685894,0.011345150410649223,0.0007998839551500183,10
slow0-owned-v1-qps200-n48,rec. → exec. p50 (s),,V2,0.4072892351590879,0.03240935588735045,0.004281415421139516,10
slow0-owned-v1-qps200-n48,rec. → exec. p95 (s),,V1,0.6998848383417438,0.14860468610827085,0.01267722338308458,10
slow0-owned-v1-qps200-n48,rec. → exec. p95 (s),,V2,0.8197177560755291,0.09763396938457385,0.009240517516168655,10
slow0-owned-v1-qps200-n48,rec. → exec. p99 (s),,V1,0.9366006250893825,0.12924235333141748,0.012156238662005532,10
slow0-owned-v1-qps200-n48,rec. → exec. p99 (s),,V2,0.963641951703317,0.02073679818303705,0.0019057069841009878,10
slow0-owned-v1-qps200-n48,pc valid. lat. p50 (s),,V1,0.0005818401957620529,2.251616790339951e-05,2.195980765969876e-06,10
slow0-owned-v1-qps200-n48,pc valid. lat. p50 (s),,V2,0.0005240485135476886,2.75781055916533e-05,2.6930236316618086e-06,10
slow0-owned-v1-qps200-n48,pc valid. lat. p95 (s),,V1,0.006399102058454656,0.00048600703708250644,4.4712049108073336e-05,10
slow0-owned-v1-qps200-n48,pc valid. lat. p95 (s),,V2,0.005255100603431384,0.0003850313799575882,2.390485387445559e-05,10
slow0-owned-v1-qps200-n48,exec. lat. p95 (s),,V1,0.005421775846873139,0.001036523529031787,5.2021002604905694e-05,10
slow0-owned-v1-qps200-n48,exec. lat. p95 (s),,V2,0.0055122075199872545,0.001093132147085884,3.6227575528341934e-05,10
slow0-owned-v1-qps200-n48,valid. drop. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,valid. drop. / sec,,V2,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,final. lat. p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,final. lat. p50 (s),,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,final. lat. p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,final. lat. p95 (s),,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,final. lat. p99 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,final. lat. p99 (s),,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,submit lat. p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,submit lat. p50 (s),,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,submit lat. p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,submit lat. p95 (s),,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,ckpt lag p50 (s),,V1,0.2767543683180206,0.00454573742478295,0.0004329256402329518,10
slow0-owned-v1-qps200-n48,ckpt lag p50 (s),,V2,0.27667124249324243,0.005653947567225177,0.0006009773476378626,10
slow0-owned-v1-qps200-n48,ckpt lag p95 (s),,V1,0.3714870644836195,0.04220296495909673,0.0032175029373178034,10
slow0-owned-v1-qps200-n48,ckpt lag p95 (s),,V2,0.3614532851140994,0.02887607152757607,0.0017591624080458392,10
slow0-owned-v1-qps200-n48,ckpt lag p99 (s),,V1,0.44165135524550675,0.07949937953580827,0.008944686778441598,10
slow0-owned-v1-qps200-n48,ckpt lag p99 (s),,V2,0.4177651003253702,0.04537782678917853,0.004345513012023594,10
slow0-owned-v1-qps200-n48,exec. dispatch queue,,V1,29.4,9.210863151735564,3.070287717245188,10
slow0-owned-v1-qps200-n48,exec. dispatch queue,,V2,23.0,3.63318042491699,1.2110601416389966,10
slow0-owned-v1-qps200-n48,pending txs,,V1,1.8,0.9797958971132712,0.3265986323710904,10
slow0-owned-v1-qps200-n48,pending txs,,V2,1.8,1.0770329614269007,0.3590109871423002,10
slow0-owned-v1-qps200-n48,exec. queue. delay p95 (s),,V1,0.0007407647962784987,0.000707654738308671,0.00011447142936528032,10
slow0-owned-v1-qps200-n48,exec. queue. delay p95 (s),,V2,0.0005460007661983654,0.00016371378979615129,3.007668059889915e-05,10
slow0-owned-v1-qps200-n48,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % quorum,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % quorum,,V2,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % local,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % local,,V2,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % cons-queue,,V1,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,shed % cons-queue,,V2,0.0,0.0,0.0,10
slow0-owned-v1-qps200-n48,pre-cons overload rej / sec,,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,pre-cons overload rej / sec,,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,node CPU,,V1,2.015232893868886,0.5143605898031474,0.008545563050196596,10
slow0-owned-v1-qps200-n48,node CPU,,V2,2.0301511041728566,0.5056236221457473,0.0064034007447164145,10
slow0-owned-v1-qps200-n48,node memory RSS (bytes),,V1,1503862353.1909385,70334128.09622918,3426803.475518732,10
slow0-owned-v1-qps200-n48,node memory RSS (bytes),,V2,1496553715.88907,72652013.75952686,7998852.987668513,10
slow0-owned-v1-qps200-n48,overload graduated / sec,,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,overload graduated / sec,,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,overload max-pending / sec,,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,overload max-pending / sec,,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,overload semaphore / sec,,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,overload semaphore / sec,,V2,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. exec p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. exec p50 (s),,V2,0.0005180004151314764,2.307926142237962e-06,3.16843680510359e-07,10
slow0-owned-v1-qps200-n48,attest. exec p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. exec p95 (s),,V2,0.0009842007887498052,4.385059670252126e-06,6.020029929696607e-07,10
slow0-owned-v1-qps200-n48,attest. exec p99 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. exec p99 (s),,V2,0.004148902381748641,0.00021411547243009547,3.5141141483579485e-05,10
slow0-owned-v1-qps200-n48,attest. wait p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. wait p50 (s),,V2,0.0028466340877831577,0.0004314685321313164,7.235687324692306e-05,10
slow0-owned-v1-qps200-n48,attest. wait p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. wait p95 (s),,V2,0.02681613405033018,0.004191100061563329,0.0005288903122664878,10
slow0-owned-v1-qps200-n48,attest. wait p99 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. wait p99 (s),,V2,0.048666600303329435,0.007869257255367634,0.0010873261270025341,10
slow0-owned-v1-qps200-n48,attest. resume p50 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. resume p50 (s),,V2,0.0005528812256590085,6.257244567540382e-06,8.484059098350637e-07,10
slow0-owned-v1-qps200-n48,attest. resume p95 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. resume p95 (s),,V2,0.003096134135219504,0.00025146552937420184,3.611911121737483e-05,10
slow0-owned-v1-qps200-n48,attest. resume p99 (s),,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,attest. resume p99 (s),,V2,0.005328506065450857,0.0007191996379177569,9.901184865138333e-05,10
slow0-owned-v1-qps200-n48,num_inflight,,V1,143.0,31.48650504581288,10.495501681937627,10
slow0-owned-v1-qps200-n48,num_inflight,,V2,132.9,19.41365498817778,6.471218329392593,10
slow0-owned-v1-qps200-n48,CUs,,V1,nan,nan,nan,10
slow0-owned-v1-qps200-n48,CUs,,V2,1000.0,1.95761786774912e-13,0.0,10
slow0-owned-v48-qps200-n48,TPS,,V1,198.93027575660048,84.35112095398634,0.3438468254640389,10
slow0-owned-v48-qps200-n48,TPS,,V2,199.3167440299234,84.19041215618674,0.27791536086936464,10
slow0-owned-v48-qps200-n48,attest. full p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. full p50 (s),,V2,0.0026804795598568253,0.000356586387028564,1.64066447419978e-05,10
slow0-owned-v48-qps200-n48,attest. full p95 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. full p95 (s),,V2,0.017101829443971504,0.0017565531786068677,0.00017329175988888384,10
slow0-owned-v48-qps200-n48,attest. full p99 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. full p99 (s),,V2,0.024520198360193507,0.0027902733029493984,0.00014298115163371804,10
slow0-owned-v48-qps200-n48,attest. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,attest. / sec,,V2,21.039360036099165,8.133188208233479,0.19645927033219554,10
slow0-owned-v48-qps200-n48,host CPU,,V1,82.91099959724545,32.03481943842,0.5010777420221967,10
slow0-owned-v48-qps200-n48,host CPU,,V2,83.02688256929918,32.03584580682816,0.38970321911295663,10
slow0-owned-v48-qps200-n48,rec. → exec. p50 (s),,V1,0.46685679731604507,0.11715933196796005,0.008856097432529898,10
slow0-owned-v48-qps200-n48,rec. → exec. p50 (s),,V2,0.4603911779702464,0.11361053946278495,0.007124457458258585,10
slow0-owned-v48-qps200-n48,rec. → exec. p95 (s),,V1,0.8822359636161434,0.09863089695414419,0.008723171980824661,10
slow0-owned-v48-qps200-n48,rec. → exec. p95 (s),,V2,0.8654585531375774,0.1006329848940498,0.006032763142290038,10
slow0-owned-v48-qps200-n48,rec. → exec. p99 (s),,V1,1.0093722870593869,0.18038107411295498,0.022166248479771392,10
slow0-owned-v48-qps200-n48,rec. → exec. p99 (s),,V2,0.964503072550334,0.07020397767467162,0.0026311794921749336,10
slow0-owned-v48-qps200-n48,pc valid. lat. p50 (s),,V1,0.0006955909888521695,2.4160886249094757e-05,2.1728266486864205e-06,10
slow0-owned-v48-qps200-n48,pc valid. lat. p50 (s),,V2,0.0005714822978924697,3.9881075992352215e-05,3.3005229633446657e-06,10
slow0-owned-v48-qps200-n48,pc valid. lat. p95 (s),,V1,0.006429542469521314,0.0005686884526496641,2.829163946244447e-05,10
slow0-owned-v48-qps200-n48,pc valid. lat. p95 (s),,V2,0.005220739254042965,0.000406186357052264,4.575697963184356e-05,10
slow0-owned-v48-qps200-n48,exec. lat. p95 (s),,V1,0.0054328723461975125,0.0009100129429454903,3.215901079587018e-05,10
slow0-owned-v48-qps200-n48,exec. lat. p95 (s),,V2,0.005382742925015463,0.0011790466052245244,7.198929374915203e-05,10
slow0-owned-v48-qps200-n48,valid. drop. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,valid. drop. / sec,,V2,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,final. lat. p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,final. lat. p50 (s),,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,final. lat. p95 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,final. lat. p95 (s),,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,final. lat. p99 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,final. lat. p99 (s),,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,submit lat. p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,submit lat. p50 (s),,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,submit lat. p95 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,submit lat. p95 (s),,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,ckpt lag p50 (s),,V1,0.28589399341002436,0.0061018424300812125,0.00040165504577843833,10
slow0-owned-v48-qps200-n48,ckpt lag p50 (s),,V2,0.28360078453579823,0.005249066791790358,0.0006005364075845373,10
slow0-owned-v48-qps200-n48,ckpt lag p95 (s),,V1,0.38448370551711963,0.0489205617291683,0.004078135716648244,10
slow0-owned-v48-qps200-n48,ckpt lag p95 (s),,V2,0.3707332025818106,0.028475721121406672,0.0020807419238470875,10
slow0-owned-v48-qps200-n48,ckpt lag p99 (s),,V1,0.45890018051823006,0.10316986087872998,0.010746470779455754,10
slow0-owned-v48-qps200-n48,ckpt lag p99 (s),,V2,0.4231971242778501,0.0419270427098142,0.0029457048238010503,10
slow0-owned-v48-qps200-n48,exec. dispatch queue,,V1,22.4,10.451794104363135,3.483931368121045,10
slow0-owned-v48-qps200-n48,exec. dispatch queue,,V2,24.0,7.848566748139434,2.6161889160464775,10
slow0-owned-v48-qps200-n48,pending txs,,V1,1.2,0.9797958971132712,0.3265986323710904,10
slow0-owned-v48-qps200-n48,pending txs,,V2,2.6,0.66332495807108,0.22110831935702666,10
slow0-owned-v48-qps200-n48,exec. queue. delay p95 (s),,V1,0.00078022416535462,0.0010217935310712592,0.00018249363172581214,10
slow0-owned-v48-qps200-n48,exec. queue. delay p95 (s),,V2,0.000492602419389282,8.663854105966531e-05,1.1633324349248584e-05,10
slow0-owned-v48-qps200-n48,post-cons shed drops / sec,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,post-cons shed drops / sec,,V2,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % quorum,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % quorum,,V2,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % local,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % local,,V2,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % cons-queue,,V1,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,shed % cons-queue,,V2,0.0,0.0,0.0,10
slow0-owned-v48-qps200-n48,pre-cons overload rej / sec,,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,pre-cons overload rej / sec,,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,node CPU,,V1,2.0086942500901284,0.5112475146677661,0.009763834656718724,10
slow0-owned-v48-qps200-n48,node CPU,,V2,2.0212606701426235,0.5079644174053463,0.006009530511342702,10
slow0-owned-v48-qps200-n48,node memory RSS (bytes),,V1,1501968560.494309,69645263.40275484,3944096.7759203785,10
slow0-owned-v48-qps200-n48,node memory RSS (bytes),,V2,1500251352.8078177,69338587.74359371,3322460.798982154,10
slow0-owned-v48-qps200-n48,overload graduated / sec,,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,overload graduated / sec,,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,overload max-pending / sec,,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,overload max-pending / sec,,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,overload semaphore / sec,,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,overload semaphore / sec,,V2,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. exec p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. exec p50 (s),,V2,0.0005337662752515143,0.0002971093883764393,1.2801420999215661e-05,10
slow0-owned-v48-qps200-n48,attest. exec p95 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. exec p95 (s),,V2,0.0010451903361205377,0.0005746363599472553,3.9066061528099586e-05,10
slow0-owned-v48-qps200-n48,attest. exec p99 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. exec p99 (s),,V2,0.004378634907703115,0.0006030938812117262,4.245632483943731e-05,10
slow0-owned-v48-qps200-n48,attest. wait p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. wait p50 (s),,V2,0.0012236774242132076,0.00031548780946566093,1.8692945580944274e-05,10
slow0-owned-v48-qps200-n48,attest. wait p95 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. wait p95 (s),,V2,0.014469746194196692,0.0021439267607668154,0.0002489439091214456,10
slow0-owned-v48-qps200-n48,attest. wait p99 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. wait p99 (s),,V2,0.023769223363231493,0.003099851410195747,0.00015951023375911045,10
slow0-owned-v48-qps200-n48,attest. resume p50 (s),,V1,nan,nan,nan,10
slow0-owned-v48-qps200-n48,attest. resume p50 (s),,V2,0.0005696189209861492,2.186423358910351e-05,1.4307304854793733e-06,10
slow0-owned-v48-qps200-n48,attest. resume p95 (s),,V1,nan,nan,nan,10
