config,metric,unit,version,center,std,sem,n_iters
slow0-owned-f1-qps200-n24,TPS,,V1,211.489425035466,42.1925450990249,8.714010665898261,10
slow0-owned-f1-qps200-n24,TPS,,V2,220.25186778596873,17.542960338157357,0.17765942838092766,10
slow0-owned-f1-qps200-n24,attest. full p50 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n24,attest. full p50 (s),,V2,0.0005435762971301305,1.3381450922542101e-05,2.0647518188423383e-06,10
slow0-owned-f1-qps200-n24,attest. full p95 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n24,attest. full p95 (s),,V2,0.0025218231232965083,0.0007572847945167333,0.00013455586886029726,10
slow0-owned-f1-qps200-n24,attest. full p99 (s),,V1,nan,nan,nan,10
slow0-owned-f1-qps200-n24,attest. full p99 (s),,V2,0.005271239967574361,0.0010024562786416862,0.00019996187387575466,10
slow0-owned-f1-qps200-n24,attest. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n24,attest. / sec,,V2,33.76517737204266,3.7897007793356323,0.33381151989971397,10
slow0-owned-f1-qps200-n24,host CPU,,V1,32.47942177044885,12.019375892972919,0.2779605966359805,10
slow0-owned-f1-qps200-n24,host CPU,,V2,32.57999355311056,11.878559182595739,0.23721179186482072,10
slow0-owned-f1-qps200-n24,rec. → exec. p50 (s),,V1,0.37128208053157885,0.014955728073370912,0.0021627048828271917,10
slow0-owned-f1-qps200-n24,rec. → exec. p50 (s),,V2,0.3703962954798756,0.01601194753114826,0.004052541125989718,10
slow0-owned-f1-qps200-n24,rec. → exec. p95 (s),,V1,0.48672146068493927,0.010329013272174316,0.00045979297346404564,10
slow0-owned-f1-qps200-n24,rec. → exec. p95 (s),,V2,0.48702449113968305,0.0017816049665426007,0.000404794929546955,10
slow0-owned-f1-qps200-n24,rec. → exec. p99 (s),,V1,0.49699402943996507,0.010412207405292908,0.0004282547918827364,10
slow0-owned-f1-qps200-n24,rec. → exec. p99 (s),,V2,0.49740489822793665,0.00035632099330852336,8.095898590939469e-05,10
slow0-owned-f1-qps200-n24,pc valid. lat. p50 (s),,V1,0.0004679412749444075,4.790694258875208e-05,1.033315372763981e-05,10
slow0-owned-f1-qps200-n24,pc valid. lat. p50 (s),,V2,0.00039587197003429037,1.763437746519021e-05,3.9140361549398896e-06,10
slow0-owned-f1-qps200-n24,pc valid. lat. p95 (s),,V1,0.0035054742812318635,0.0005862247906543056,0.00012275124769586815,10
slow0-owned-f1-qps200-n24,pc valid. lat. p95 (s),,V2,0.0027330789262709826,0.00048561123279444984,6.898825079722932e-05,10
slow0-owned-f1-qps200-n24,exec. lat. p95 (s),,V1,0.0008618907470095533,0.00012404688445125263,2.4751454448631674e-05,10
slow0-owned-f1-qps200-n24,exec. lat. p95 (s),,V2,0.0008482320360737229,4.733741115218752e-05,1.3656509002243679e-05,10
slow0-owned-f1-qps200-n24,valid. drop. / sec,,V1,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n24,valid. drop. / sec,,V2,0.0,0.0,0.0,10
slow0-owned-f1-qps200-n24,final. lat. p50 (s),,V1,0.26253336890322204,0.010742972016622386,0.003426252250791742,10
slow0-owned-f1-qps200-n24,final. lat. p50 (s),,V2,0.26469374689653924,0.008268372701177418,0.002591520985389944,10
slow0-owned-f1-qps200-n24,final. lat. p95 (s),,V1,0.32168272824775257,0.016631929351099622,0.005192235112375948,10
slow0-owned-f1-qps200-n24,final. lat. p95 (s),,V2,0.32645614783402327,0.012367891508722311,0.003840910151633666,10
slow0-owned-f1-qps200-n24,final. lat. p99 (s),,V1,0.34392335942283936,0.015386869469411958,0.003579949175764017,10
slow0-owned-f1-qps200-n24,final. lat. p99 (s),,V2,0.3447788812900511,0.011048364619914982,0.00289706638536624,10
slow0-owned-f1-qps200-n24,submit lat. p50 (s),,V1,0.00664052787827002,0.0027653253116003314,0.0006322102457482386,10
