checkpoint,object,hotness
2910,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,75.77174136958591
2911,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,75.77174136958591
2912,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,69.8070646576035
2913,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,69.8070646576035
2914,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,69.8070646576035
2954,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,34.90353232880175
2915,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,17.451766164400876
2920,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,17.451766164400876
2919,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,17.451766164400876
2956,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,4.362941541100219
2955,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,4.362941541100219
2957,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,1.09073538527505482958,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,1.0907353852750548

2921,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,1.0907353852750548
2924,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,71.25
2962,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.625
2963,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,17.8125
2925,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,123.046875
2926,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,130.41752653301887
2964,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,65.20876326650944
2927,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,84.11447585003945
2928,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,42.05723792501973
2929,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,38.235690518745024
2930,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,38.235690518745024
2931,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2932,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2933,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2934,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2938,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2939,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2940,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2941,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,70.4410773703137
2943,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,77.38973065742161
2942,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2950,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2951,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2953,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2967,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2965,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2966,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2968,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,154.40256733564448
2952,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,231.6332291338307
2988,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,28.954153641728837
2989,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,28.954153641728837
2990,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,28.954153641728837
2969,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.7614615895677
2971,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.7614615895677
2975,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.7614615895677
2972,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.7614615895677
2976,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,100.21079739330573
2977,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,182.06913965510643
2970,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,182.06913965510643
2974,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,182.06913965510643
2973,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,182.06913965510643
2978,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,91.03456982755321
2995,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,45.51728491377661
2996,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,22.758642456888303
2980,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,79.31033938577792
2979,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,79.31033938577792
2981,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,145.5570305381707
2982,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,145.5570305381707
2983,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,143.61074236545733
2984,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,71.80537118272866
2985,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,71.80537118272866
2986,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.90268559136433
2991,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.90268559136433
2987,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.90268559136433
2992,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.90268559136433
2993,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,35.90268559136433
2994,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.70598327841785
2997,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,46.35299163920892
2998,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,23.17649581960446
2999,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,11.58824790980223
3000,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,5.794123954901115
3015,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,141.8840579710145
3019,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,185.77898550724674
3016,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,185.77898550724674
3020,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,185.77898550724674
3021,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,185.77898550724674
3022,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.88949275362337
3023,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.88949275362337
3024,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,92.88949275362337
3029,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,46.444746376811686
3025,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,46.444746376811686
3026,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,132.13881340579684
3030,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,66.06940670289842
3031,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,33.03470335144921
3032,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,16.517351675724605
3033,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,8.258675837862302
3034,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,4.129337918931151
3035,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,2.0646689594655756
