checkpoint,object,hotness
1083,0xa33860583296a84025c82824dfcb0c4031a840b4995fe7ca2cc2ef3057f4d186,3.619186046511628
1083,0xf777d1d227f6eb00ca98f3b2dcb88867dbe97794274fc5f2f1276096245d8c15,6.1773255813953485
1083,0xa8096dd5e1782ce48fc478fc9d9de8ec4ee57175dc6d8f9bb1d36812f23f1bc1,0.46511627906976744
1083,0x826a1331c7e4ede68b74d3778fa48f27f641019cfc6480efd4130a2d45769667,2.0930232558139537
1083,0x2ea40d7b76b8ef165d06532be284d409f307a83722109a73d853ce6b52d39a1b,3.008720930232558
1083,0x07b3376271af481ef9ce65fd591a29242b5200cf8e4b7327ee1e9afed86a2daf,3.4011627906976742
1083,0x77dcf3bf37423e3381bdce27a22db44776591c36d50a8a232b4ae3adede3f930,0
1083,0xf7796a2cbaafdac8bc7384f075539772c1a04e9f00232d8054f75377e5f59ecd,0.37790697674418605
1083,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,5.290697674418604
1083,0x0e5b9c4ca7f307c4cfd4958f132c9265ea81ced670b3dcd92a50dc8cda2578fd,3.1540697674418605
1083,0xceb43536f0a52118bca0cddc29d8c5d129038fef132f897f8a98c2f9159f6bc2,5.276162790697675
1083,0x22ad116e16bca09cb91576aa9f9dc10b7a0ff1638eebfc6df3c1f77b8e265a00,1.0465116279069768
1083,0x62830223235f1af309413a6038cf0e4709551e93089232b00b620a986503c794,3.866279069767442
1083,0x6eb82497b46a038a3c8c4b4c8679ef9e2c61a48584426339908d8c4c3276ba0a,1.6133720930232558
1083,0x6fa42a47d24793db7a341daa21ce2c5471ec5f055c012a78a0fef24ac755bbb4,2.078488372093023
1083,0xf2afce259347bf1754a599064c0b90c287eba1ef43555ed1b2117697c43cdb96,2.51453488372093
1083,0x7429ded80da649b9a4bcc7440e81273561cf6855a824bd1781657e4e95617a84,1.7151162790697674
1083,0x311567c7850b3a5e54f5ab7481f16bed30dcad0d7e485300eaca4c2954af7102,0
1083,0xd43d610bff2850a5adb756442846f279aba02fd43f60ba447c28fafbc553c8bc,5.741279069767442
1083,0x6213b2da93cfeb3c803dc0d9e89851f8276620547cf7e7fe170ede97c975c2b7,2.3401162790697674
1087,0xa33860583296a84025c82824dfcb0c4031a840b4995fe7ca2cc2ef3057f4d186,1.809593023255814
1087,0xf777d1d227f6eb00ca98f3b2dcb88867dbe97794274fc5f2f1276096245d8c15,3.0886627906976742
1087,0x826a1331c7e4ede68b74d3778fa48f27f641019cfc6480efd4130a2d45769667,1.0465116279069768
1087,0x2ea40d7b76b8ef165d06532be284d409f307a83722109a73d853ce6b52d39a1b,1.504360465116279
1087,0x07b3376271af481ef9ce65fd591a29242b5200cf8e4b7327ee1e9afed86a2daf,1.7005813953488371
1087,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,2.645348837209302
1087,0x0e5b9c4ca7f307c4cfd4958f132c9265ea81ced670b3dcd92a50dc8cda2578fd,1.5770348837209303
1087,0xceb43536f0a52118bca0cddc29d8c5d129038fef132f897f8a98c2f9159f6bc2,2.6380813953488373
1087,0x62830223235f1af309413a6038cf0e4709551e93089232b00b620a986503c794,1.933139534883721
1087,0x6fa42a47d24793db7a341daa21ce2c5471ec5f055c012a78a0fef24ac755bbb4,1.0392441860465116
1087,0xf2afce259347bf1754a599064c0b90c287eba1ef43555ed1b2117697c43cdb96,1.257267441860465
1087,0xd43d610bff2850a5adb756442846f279aba02fd43f60ba447c28fafbc553c8bc,2.870639534883721
1087,0x6213b2da93cfeb3c803dc0d9e89851f8276620547cf7e7fe170ede97c975c2b7,1.1700581395348837
1088,0xf777d1d227f6eb00ca98f3b2dcb88867dbe97794274fc5f2f1276096245d8c15,1.5443313953488371
1088,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,1.322674418604651
1088,0xceb43536f0a52118bca0cddc29d8c5d129038fef132f897f8a98c2f9159f6bc2,1.3190406976744187
1088,0xd43d610bff2850a5adb756442846f279aba02fd43f60ba447c28fafbc553c8bc,1.4353197674418605
2887,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,194.75757575757575
2888,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,194.75757575757575
2889,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2890,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2891,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2892,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2893,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2894,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2895,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,97.37878787878788
2935,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,48.68939393939394
2896,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,48.68939393939394
2936,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,24.34469696969697
2897,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,66.41382575757572
2898,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,66.41382575757572
2937,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,33.20691287878786
2899,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,33.20691287878786
2900,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,119.32327178030306
2901,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,60.52632491206716
2902,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,60.52632491206716
2903,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,30.26316245603358
2904,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,30.26316245603358
2905,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,30.26316245603358
2944,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,15.13158122801679
2906,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,15.13158122801679
2945,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,7.565790614008395
2946,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,3.7828953070041975
2907,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,3.7828953070041975
2908,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,15.304276173248953
2947,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,7.652138086624476
2948,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,3.826069043312238
2909,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,3.826069043312238
2949,0x79feb6504ab4b65f0242146952327076647a357e0648cdbc2b0d69fd279c4a35,75.77174136958591
